sep=,
AFV[Project Number],AFV[Project Name],AFV[Client],AFV[Probability],AFV[Business],AFV[Discipline],AFV[Business Code],AFV[Discipline Code],AFV[Next Sequence Number],AFV[Work Order Name],AFV[Work Order Type],AFV[Internal/External],AFV[Original Scope / Change],AFV[Start Date],AFV[End Date],AFV[InoEngineering AFV Revenue],AFV[InoSurveying AFV Revenue],AFV[Project Key],AFV[Work Order Title],AFV[Initial Value],AFV[Order Value],AFV[Cumulative Value],AFV[Value to Complete],AFV[Cost to Date],AFV[Manual Cost Adjustment],AFV[Anticipated Final Cost (EV)],AFV[Forecast Profit],AFV[Profit Margin],AFV[Link]
240369,St Helens Central Platform,Atkins,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,240369-Atkins -26001-Disbursements,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,240369,Disbursements,85.2,85.2,85.2,0,0,0,0,85.2,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240369 Atkins CMP1 Signal And St Helens Central/02_Commercial/00_AFV/240369_Project_Dashboard.xlsx
240371,Garforth Monitoring,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,240371-AMCO-26001-Disbursements,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,240371,Disbursements,4613.9,4613.9,4613.9,0,0,0,0,4613.9,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240371 AMCO - Garforth Monitoring/02_Commercial/00_AFV/240371_Project_Dashboard.xlsx
250004,Leed LEH1 Monitoring,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250004-AMCO-26001-Disbursements,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,250004,Disbursements,465,465,465,0,0,0,0,465,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250004 AMCO - Leeds LEH1 Retaining Wall monitoring/02_Commercial/00_AFV/250004_Project_Dashboard.xlsx
250005,Mossley Retaining Wall,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250005-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,250005,Management,1861.11,1861.11,1861.11,0,0,0,0,1861.11,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250005 AMCO - Mossley Retaining Wall & Survey/02_Commercial/00_AFV/250005_Project_Dashboard.xlsx
250005,Mossley Retaining Wall,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250005-AMCO-26001-Monitoring_Equipment_Purchase,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,250005,Monitoring_Equipment_Purchase,1269.25,1269.25,1269.25,0,0,0,0,1269.25,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250005 AMCO - Mossley Retaining Wall & Survey/02_Commercial/00_AFV/250005_Project_Dashboard.xlsx
250007,Rose Bank Vehicle Barrier,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250007-AMCO-22001-Topographical_Survey,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,0,0,250007,Topographical_Survey,2459.44,2459.44,2459.44,0,0,0,0,2459.44,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250007 AMCO - MND0312 Rose Bank Vehicle Barrier/02_Commercial/00_AFV/250007_Project_Dashboard.xlsx
250010,Willaston THB,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250010-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,250010,Management,284.76,284.76,284.76,0,0,0,0,284.76,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250010 AMCO - Willaston THB/02_Commercial/00_AFV/250010_Project_Dashboard.xlsx
250011,Newport Topo Survey,Story,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250011-Story-26001-Disbursements,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,250011,Disbursements,496,496,496,0,0,0,0,496,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250011 Story - Newport Topo Survey/02_Commercial/00_AFV/250011_Project_Dashboard.xlsx
250011,Newport Topo Survey,Story,1,InoSurveying,Surveying Project Management,2,0,1,250011-Story-20001-Survey_Project_Management,Fixed Fee,Internal,Original Scope,20/08/2025,31/12/2025,0,0,250011,Survey_Project_Management,519.55,519.55,519.55,0,0,0,0,519.55,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250011 Story - Newport Topo Survey/02_Commercial/00_AFV/250011_Project_Dashboard.xlsx
250013,River Sheaf,Story,1,InoSurveying,Processing,2,1,1,250013-Story-21001-Processing,Fixed Fee,Internal,Original Scope,20/10/2025,31/12/2025,0,0,250013,Processing,1283.64,1283.64,1283.64,0,0,0,0,1283.64,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250013 Story - TJC136 River Sheaf Topo Survey/02_Commercial/00_AFV/250013_Project_Dashboard.xlsx
250013,River Sheaf,Story,1,InoSurveying,Surveying Project Management,2,0,1,250013-Story-20001-Management,Fixed Fee,Internal,Original Scope,20/10/2025,31/12/2025,0,0,250013,Management,1362.52,1362.52,1362.52,0,0,0,0,1362.52,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250013 Story - TJC136 River Sheaf Topo Survey/02_Commercial/00_AFV/250013_Project_Dashboard.xlsx
250019,Lancelot Rd Wembley OLE Monitoring,AMCO,1,InoSurveying,Processing,2,1,1,250019-AMCO-21001-Presentation_Suit,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250019,Presentation_Suit,8845,8845,8845,0,0,0,0,8845,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250019 AMCO - Lancelot Rd Wembley OLE Monitoring/02_Commercial/00_AFV/250019_Project_Dashboard.xlsx
250019,Lancelot Rd Wembley OLE Monitoring,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250019-AMCO-26001-Kit_hire,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250019,Kit_hire,15720.9,15720.9,15720.9,0,0,0,0,15720.9,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250019 AMCO - Lancelot Rd Wembley OLE Monitoring/02_Commercial/00_AFV/250019_Project_Dashboard.xlsx
2500227,Disley Station,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,2500227-AMCO-20001-Survey_Project_Management,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,2500227,Survey_Project_Management,569.55,569.55,569.55,0,0,0,0,569.55,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250227 AMCO - Disley Station/02_Commercial/00_AFV/2500227_Project_Dashboard.xlsx
2500227,Disley Station,AMCO,1,InoSurveying,Processing,2,1,1,2500227-AMCO-21001-Processing,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,2500227,Processing,413.64,413.64,413.64,0,0,0,0,413.64,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250227 AMCO - Disley Station/02_Commercial/00_AFV/2500227_Project_Dashboard.xlsx
2500227,Disley Station,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,2500227-AMCO-22001-Site_Works,Fixed Fee,Internal,Original Scope,09/09/2025,31/12/2025,0,0,2500227,Site_Works,5727.5,5727.5,5727.5,0,0,0,0,5727.5,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250227 AMCO - Disley Station/02_Commercial/00_AFV/2500227_Project_Dashboard.xlsx
250034,Clivinger THB,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250034-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250034,Management,234.57,234.57,234.57,0,0,0,0,234.57,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250034 AMCO - Clivenger THB/02_Commercial/00_AFV/250034_Project_Dashboard.xlsx
250035,Derby Montioring,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250035-AMCO-22001-Site_Survey,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250035,Site_Survey,3862.5,3862.5,3862.5,0,0,0,0,3862.5,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250035 AMCO - Derby SPC6-10 Monitoring/02_Commercial/00_AFV/250035_Project_Dashboard.xlsx
250035,Derby Montioring,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250035-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250035,Management,1780.66,1780.66,1780.66,0,0,0,0,1780.66,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250035 AMCO - Derby SPC6-10 Monitoring/02_Commercial/00_AFV/250035_Project_Dashboard.xlsx
250035,Derby Montioring,AMCO,1,InoSurveying,Processing,2,1,1,250035-AMCO-21001-Processing,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250035,Processing,2998.84,2998.84,2998.84,0,0,0,0,2998.84,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250035 AMCO - Derby SPC6-10 Monitoring/02_Commercial/00_AFV/250035_Project_Dashboard.xlsx
250035,Derby Montioring,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250035-AMCO-26001-Disbursements,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250035,Disbursements,435,435,435,0,0,0,0,435,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250035 AMCO - Derby SPC6-10 Monitoring/02_Commercial/00_AFV/250035_Project_Dashboard.xlsx
250044,MND0574 Culvert Infill & UTX,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250044-AMCO-20001-Site_Topographical_Survey,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,0,0,250044,Site_Topographical_Survey,2357.91,2357.91,2357.91,0,0,0,0,2357.91,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250044 AMCO - MND0574 Culvert Infill & UTX/02_Commercial/00_AFV/250044_Project_Dashboard.xlsx
250063,Drone Gantry Inspections,VolkerRail,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250063-VolkerRail-22001-Site Survey-Priority_4_Structures,Fixed Fee,Internal,Original Scope,28/08/2025,31/12/2025,0,0,250063,Site Survey-Priority_4_Structures,4103.5,4103.5,4103.5,0,0,0,0,4103.5,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250063 VolkerRail - Drone Gantry Inspections/02_Commercial/00_AFV/250063_Project_Dashboard.xlsx
250063,Drone Gantry Inspections,VolkerRail,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250063-VolkerRail-26001-Disbursements,Fixed Fee,Internal,Original Scope,28/08/2025,31/12/2025,0,0,250063,Disbursements,105,105,105,0,0,0,0,105,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250063 VolkerRail - Drone Gantry Inspections/02_Commercial/00_AFV/250063_Project_Dashboard.xlsx
250063,Drone Gantry Inspections,VolkerRail,1,InoSurveying,Processing,2,1,1,250063-VolkerRail-21001-Processing,Fixed Fee,Internal,Original Scope,28/08/2025,31/12/2025,0,0,250063,Processing,641.82,641.82,641.82,0,0,0,0,641.82,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250063 VolkerRail - Drone Gantry Inspections/02_Commercial/00_AFV/250063_Project_Dashboard.xlsx
250063,Drone Gantry Inspections,VolkerRail,1,InoSurveying,Surveying Project Management,2,0,1,250063-VolkerRail-20001-Management,Fixed Fee,Internal,Original Scope,28/08/2025,31/12/2025,0,0,250063,Management,927.28,927.28,927.28,0,0,0,0,927.28,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250063 VolkerRail - Drone Gantry Inspections/02_Commercial/00_AFV/250063_Project_Dashboard.xlsx
250066,WOLF,Story,1,InoSurveying,Processing,2,1,1,250066-Story-21001-Processing,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250066,Processing,786.2,786.2,786.2,0,0,0,0,786.2,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250066 Story - WOLF/02_Commercial/00_AFV/250066_Project_Dashboard.xlsx
250066,WOLF,Story,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250066-Story-22001-Site_Survey,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250066,Site_Survey,1218.75,1218.75,1218.75,0,0,0,0,1218.75,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250066 Story - WOLF/02_Commercial/00_AFV/250066_Project_Dashboard.xlsx
250066,WOLF,Story,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250066-Story-26001-Disbursements,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250066,Disbursements,190,190,190,0,0,0,0,190,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250066 Story - WOLF/02_Commercial/00_AFV/250066_Project_Dashboard.xlsx
250066,WOLF,Story,1,InoSurveying,Surveying Project Management,2,0,1,250066-Story-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250066,Management,444.7,444.7,444.7,0,0,0,0,444.7,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250066 Story - WOLF/02_Commercial/00_AFV/250066_Project_Dashboard.xlsx
250071,Neville Hill Depot Emergancy Monitoring,AMCO,1,InoSurveying,Miscellaneous,2,3,1,250071-AMCO-23001-N/A,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250071,n/a,864,864,864,0,0,0,0,864,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250071 AMCO - Neville Hill Depot Emergency Monitoring/02_Commercial/00_AFV/250071_Project_Dashboard.xlsx
250100,Manchester Airport Utility,Systra,1,InoSurveying,Utilities / Drainage,2,3,1,250100-Systra-23001-Utilities_Survey_Shift,Fixed Fee,Internal,Original Scope,29/08/2025,31/12/2025,0,0,250100,Utilities_Survey_Shift,9129.32,9129.32,9129.32,0,0,0,0,9129.32,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250100 Systra - Manchester Airport Utility/02_Commercial/00_AFV/250100_Project_Dashboard.xlsx
250100,Manchester Airport Utility,Systra,1,InoSurveying,Surveying Project Management,2,0,1,250100-Systra-20001-Management,Fixed Fee,Internal,Original Scope,29/08/2025,31/12/2025,0,0,250100,Management,954.28,954.28,954.28,0,0,0,0,954.28,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250100 Systra - Manchester Airport Utility/02_Commercial/00_AFV/250100_Project_Dashboard.xlsx
250100,Manchester Airport Utility,Systra,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250100-Systra-26001-Disbursments,Fixed Fee,Internal,Original Scope,29/08/2025,31/12/2025,0,0,250100,Disbursments,417.8,417.8,417.8,0,0,0,0,417.8,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250100 Systra - Manchester Airport Utility/02_Commercial/00_AFV/250100_Project_Dashboard.xlsx
250112,LEC279 River Anker Buried Services Survey,Story,1,InoSurveying,Surveying Project Management,2,0,1,250112-Story-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250112,Management,434.78,434.78,434.78,0,0,0,0,434.78,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250112 Story - LEC279 River Anker Buried Services Survey/02_Commercial/00_AFV/250112_Project_Dashboard.xlsx
250112,LEC279 River Anker Buried Services Survey,Story,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250112-Story-26001-Disbursements,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250112,Disbursements,99,99,99,0,0,0,0,99,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250112 Story - LEC279 River Anker Buried Services Survey/02_Commercial/00_AFV/250112_Project_Dashboard.xlsx
250112,LEC279 River Anker Buried Services Survey,Story,1,InoSurveying,Processing,2,1,1,250112-Story-21001-Processing,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250112,Processing,393.1,393.1,393.1,0,0,0,0,393.1,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250112 Story - LEC279 River Anker Buried Services Survey/02_Commercial/00_AFV/250112_Project_Dashboard.xlsx
250132,Bankhouse Lane Monitoring,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250132-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250132,Management,569.55,569.55,569.55,0,0,0,0,569.55,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250132 AMCO - Bankhouse Lane Monitoring/02_Commercial/00_AFV/250132_Project_Dashboard.xlsx
250132,Bankhouse Lane Monitoring,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250132-AMCO-26001-Equipment,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250132,Equipment,441,441,441,0,0,0,0,441,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250132 AMCO - Bankhouse Lane Monitoring/02_Commercial/00_AFV/250132_Project_Dashboard.xlsx
250132,Bankhouse Lane Monitoring,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250132-AMCO-22001-Monitoring_Shift,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250132,Monitoring_Shift,6160,6160,6160,0,0,0,0,6160,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250132 AMCO - Bankhouse Lane Monitoring/02_Commercial/00_AFV/250132_Project_Dashboard.xlsx
250132,Bankhouse Lane Monitoring,AMCO,1,InoSurveying,Processing,2,1,1,250132-AMCO-21001-Processing,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250132,Processing,2750.97,2750.97,2750.97,0,0,0,0,2750.97,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250132 AMCO - Bankhouse Lane Monitoring/02_Commercial/00_AFV/250132_Project_Dashboard.xlsx
250133,Blackpool North Staion THB,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250133-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250133,Management,142.38,142.38,142.38,0,0,0,0,142.38,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250133 AMCO - Blackpool North THB/02_Commercial/00_AFV/250133_Project_Dashboard.xlsx
250133,Blackpool North Staion THB,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250133-AMCO-26001-Disbursements,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250133,Disbursements,44,44,44,0,0,0,0,44,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250133 AMCO - Blackpool North THB/02_Commercial/00_AFV/250133_Project_Dashboard.xlsx
250133,Blackpool North Staion THB,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250133-AMCO-22001-THB,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250133,THB,650,650,650,0,0,0,0,650,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250133 AMCO - Blackpool North THB/02_Commercial/00_AFV/250133_Project_Dashboard.xlsx
250135,Pomona Viaduct Re-Gauging,Pod-Trak,1,InoSurveying,Processing,2,1,1,250135-Pod-Trak-21001-Processing,Fixed Fee,Internal,Original Scope,29/10/2025,31/12/2025,0,0,250135,Processing,2175.79,2175.79,2175.79,0,0,0,0,2175.79,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250135 Pod-Trak - Pomona Viaduct Re-Gauging/02_Commercial/00_AFV/250135_Project_Dashboard.xlsx
250135,Pomona Viaduct Re-Gauging,Pod-Trak,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250135-Pod-Trak-22001-Site_Survey,Fixed Fee,Internal,Original Scope,29/10/2025,31/12/2025,0,0,250135,Site_Survey,9765.17,9765.17,9765.17,0,0,0,0,9765.17,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250135 Pod-Trak - Pomona Viaduct Re-Gauging/02_Commercial/00_AFV/250135_Project_Dashboard.xlsx
250135,Pomona Viaduct Re-Gauging,Pod-Trak,1,InoSurveying,Surveying Project Management,2,0,1,250135-Pod-Trak-20001-Survey_Management,Fixed Fee,Internal,Original Scope,29/10/2025,31/12/2025,0,0,250135,Survey_Management,814.47,814.47,814.47,0,0,0,0,814.47,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250135 Pod-Trak - Pomona Viaduct Re-Gauging/02_Commercial/00_AFV/250135_Project_Dashboard.xlsx
250137,Swinton Station THB,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250137-AMCO-26001-Equipment,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250137,Equipment,150,150,150,0,0,0,0,150,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250137 AMCO - Swinton Station THB/02_Commercial/00_AFV/250137_Project_Dashboard.xlsx
250137,Swinton Station THB,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250137-AMCO-22001-Site_Shift,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250137,Site_Shift,650,650,650,0,0,0,0,650,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250137 AMCO - Swinton Station THB/02_Commercial/00_AFV/250137_Project_Dashboard.xlsx
250137,Swinton Station THB,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250137-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250137,Management,142.38,142.38,142.38,0,0,0,0,142.38,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250137 AMCO - Swinton Station THB/02_Commercial/00_AFV/250137_Project_Dashboard.xlsx
250146,Macclesfield Station THB,AMCO,1,InoSurveying,Surveying Project Management,2,0,1,250146-AMCO-20001-Management,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250146,Management,142.38,142.38,142.38,0,0,0,0,142.38,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250146 AMCO - Macclesfield THB/02_Commercial/00_AFV/250146_Project_Dashboard.xlsx
250146,Macclesfield Station THB,AMCO,1,InoSurveying,"Materials, Expenses, Accommodation",2,6,1,250146-AMCO-26001-Equipment,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250146,Equipment,300,300,300,0,0,0,0,300,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250146 AMCO - Macclesfield THB/02_Commercial/00_AFV/250146_Project_Dashboard.xlsx
250146,Macclesfield Station THB,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250146-AMCO-22001-THB,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250146,THB,1100,1100,1100,0,0,0,0,1100,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250146 AMCO - Macclesfield THB/02_Commercial/00_AFV/250146_Project_Dashboard.xlsx
250157,Platform Remeditation THB,AMCO,1,InoSurveying,Topographical Surveys (inlc. UAV),2,2,1,250157-AMCO-22001-Survey_Shift,Fixed Fee,Internal,Original Scope,04/07/2025,31/12/2025,0,0,250157,Survey_Shift,650,650,650,0,0,0,0,650,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250157 AMCO - Platform Remediation THB Provision/02_Commercial/00_AFV/250157_Project_Dashboard.xlsx
